zipcode,2011,2012,2013,2014,2015
73160,106541.666667,108375.0,112766.66666700001,119666.66666700001,124408.33333299999
73162,157483.333333,159541.666667,160983.333333,167791.666667,169716.666667
73170,156616.666667,161316.666667,165983.333333,172108.333333,173941.666667
73411,,,,,265350.0
74010,56483.333333,65166.666667,70733.333333,77225.0,81933.333333
74012,126191.66666700001,129875.0,134625.0,139216.666667,143666.666667
74015,124366.66666700001,128766.66666700001,134358.333333,137033.333333,146025.0
74101,,,,,155400.0
74106,44816.666667000005,45983.333332999995,46216.666667000005,48750.0,52825.0
74115,50708.333332999995,51116.666667000005,51650.0,52491.666667000005,54133.333333
74127,57241.666667,58908.333333,60883.333333,59466.666667,61316.666667
74129,91225.0,92316.666667,92516.666667,94450.0,97800.0
74135,133291.666667,136458.333333,142591.666667,147366.666667,150850.0
74145,111250.0,113225.0,114508.33333299999,115258.33333299999,119883.33333299999
74146,82875.0,84900.0,83891.666667,86016.666667,86483.333333
74403,69225.0,74800.0,75958.333333,78133.333333,78850.0
74407,,,,,131250.0
74601,48908.333332999995,52650.0,51383.333332999995,57308.333333,60600.0
74738,,,,,54000.0
75001,236691.666667,235333.333333,247283.333333,261525.0,293441.666667
75006,125300.0,124333.33333299999,133158.333333,143941.666667,163808.333333
75013,274366.666667,281891.666667,303266.666667,327516.666667,368258.333333
75018,,,,,
75019,266100.0,271700.0,294250.0,314725.0,349683.333333
75023,154666.666667,157191.666667,169500.0,185850.0,217458.333333
75024,266366.666667,270358.333333,280775.0,306566.666667,355275.0
75034,279958.333333,286983.333333,305366.666667,328275.0,372991.666667
75038,161150.0,159125.0,171766.666667,181233.333333,197050.0
75039,319333.333333,311741.666667,320575.0,361958.333333,397312.5
75043,99900.0,96691.666667,107333.333333,116683.33333299999,133016.666667
75044,117975.0,117516.66666700001,128866.66666700001,137550.0,157958.333333
75052,113833.33333299999,113450.0,124991.66666700001,135350.0,152700.0
75063,246900.0,247750.0,263866.666667,275891.666667,308275.0
75067,135708.333333,135575.0,145675.0,154383.333333,176125.0
75068,139525.0,143366.666667,157416.666667,170316.666667,199050.0
75070,181383.333333,184966.666667,201366.666667,221625.0,257441.666667
75074,121416.66666700001,120691.66666700001,132333.333333,145283.333333,167416.666667
75076,114508.33333299999,111283.33333299999,112516.66666700001,129341.66666700001,139366.666667
75081,146625.0,147975.0,160091.666667,169783.333333,193816.666667
75082,226433.333333,229391.666667,240958.333333,256908.333333,288341.666667
75093,333566.666667,337308.333333,354916.666667,381050.0,421708.333333
75119,86333.333333,84350.0,90300.0,95858.333333,105633.333333
75150,87566.666667,85275.0,92575.0,103758.333333,118908.33333299999
75156,143166.666667,144141.666667,147550.0,154175.0,167108.333333
75160,77716.666667,76125.0,80025.0,87266.666667,101225.0
75165,114125.0,113116.66666700001,117483.33333299999,124183.33333299999,138175.0
75180,60366.666667,56875.0,63450.0,71416.666667,80858.333333
75181,120566.66666700001,118733.33333299999,128725.0,141541.666667,156525.0
75202,141291.666667,131891.666667,148225.0,160066.666667,184983.333333
75206,,,,,333325.0
75215,,,,,144550.0
75217,46008.333332999995,46991.666667000005,53133.333332999995,58650.0,65825.0
75228,84716.666667,84866.666667,90075.0,100266.666667,117216.66666700001
75230,400891.666667,418108.333333,463141.666667,496800.0,570091.666667
75231,63383.333333,61950.0,63383.333333,70858.333333,82091.666667
75234,115825.0,113991.66666700001,124800.0,133966.666667,152258.333333
75240,140608.333333,148841.666667,157133.333333,166633.333333,186083.333333
75243,111016.66666700001,108991.66666700001,119333.33333299999,124791.66666700001,136708.333333
75248,232166.666667,241608.333333,268483.333333,294608.333333,330975.0
75254,103483.333333,100966.666667,106891.666667,113625.0,126791.66666700001
75266,,,,,110850.0
75287,205466.666667,206641.666667,219116.666667,234050.0,262216.666667
75442,111658.33333299999,110600.0,125491.66666700001,129950.0,141358.333333
75602,60925.0,63233.333333,66033.333333,73208.333333,71325.0
75684,,,,,91025.0
75703,169775.0,169550.0,174766.666667,177916.666667,187558.333333
75964,128925.0,124250.0,120116.66666700001,127366.66666700001,121733.33333299999
76006,169008.333333,168116.666667,178800.0,192833.333333,218175.0
76011,73908.333333,73750.0,79241.666667,85608.333333,92841.666667
76012,144341.666667,145175.0,152066.666667,161683.333333,179733.333333
76014,80241.666667,80441.666667,83883.333333,90550.0,106941.666667
76015,103891.666667,102458.333333,106983.333333,115116.66666700001,128191.66666700001
76018,100250.0,97033.333333,105041.666667,115441.66666700001,131633.333333
76021,159416.666667,162975.0,169408.333333,176008.333333,196650.0
76036,119775.0,118916.66666700001,123400.0,133266.666667,148483.333333
76051,209775.0,212050.0,226975.0,239841.666667,271300.0
76053,104066.666667,106583.333333,114700.0,120283.33333299999,133108.333333
76058,129391.66666700001,127008.33333299999,127125.0,134516.666667,146258.333333
76065,150833.333333,151650.0,157583.333333,166875.0,189183.333333
76066,135558.333333,134633.333333,136125.0,142175.0,164216.666667
76092,444291.666667,455225.0,489825.0,521300.0,577675.0
76102,130983.33333299999,141508.333333,147108.333333,152575.0,153100.0
76107,145991.666667,151258.333333,164125.0,183800.0,199441.666667
76109,275633.333333,292058.333333,319225.0,337916.666667,368091.666667
76112,78191.666667,75083.333333,77533.333333,85508.333333,97058.333333
76117,72291.666667,69950.0,72366.666667,79575.0,88083.333333
76131,117500.0,117391.66666700001,124391.66666700001,134575.0,153516.666667
76132,221983.333333,222558.333333,233308.333333,242558.333333,266125.0
76137,123916.66666700001,123425.0,130233.33333299999,140441.666667,156833.333333
76179,120775.0,121366.66666700001,128716.66666700001,136383.333333,153233.333333
76182,150666.666667,154591.666667,164241.666667,171808.333333,193016.666667
76205,132416.666667,133391.666667,143566.666667,151225.0,169225.0
76262,216350.0,221091.666667,238383.333333,259625.0,295025.0
76301,,,,,45225.0
76543,78750.0,76258.333333,74708.333333,75191.666667,75825.0
76549,105708.333333,103175.0,103216.666667,101691.666667,103850.0
76667,65333.333333,62350.0,70625.0,80175.0,84016.666667
76696,,,,,108150.0
76767,,,,,33600.0
76905,,,,,123775.0
77002,181233.333333,183850.0,206633.333333,229883.333333,252933.333333
77006,312383.333333,319658.333333,366950.0,412133.333333,444341.666667
77007,,,,,410525.0
77009,140700.0,141275.0,166125.0,199666.666667,188750.0
77015,,,,,
77018,203275.0,211658.333333,271383.333333,322700.0,345441.666667
77019,368841.666667,382708.333333,435983.333333,488458.333333,531341.666667
77030,323008.333333,328583.333333,373533.333333,403258.333333,440690.0
77032,,,,,102175.0
77040,,,,,143100.0
77041,,,,,169000.0
77042,,,,,105500.0
77046,,,,,93750.0
77048,,,,,183050.0
77051,,,,,
77053,,,,,99600.0
77056,413975.0,420700.0,484200.0,514600.0,554658.333333
77064,114325.0,114341.66666700001,124550.0,139400.0,150725.0
77066,92975.0,94725.0,110125.0,125491.66666700001,135800.0
77071,,,,,132450.0
77072,75750.0,77891.666667,84283.333333,101083.333333,115060.0
77073,84341.666667,85441.666667,103300.0,119225.0,129383.33333299999
77077,,,,,304650.0
77092,,,,,199650.0
77340,132308.333333,130158.33333299999,136850.0,145225.0,150250.0
77346,,,,,188750.0
77356,,,,,261025.0
77373,85091.666667,83933.333333,99950.0,112316.66666700001,121175.0
77379,,,,,230825.0
77386,,,,,196050.0
77388,,,,,180925.0
77429,,,,,220575.0
77450,,,,,251475.0
77479,,,,,357025.0
77489,,,,,118925.0
77494,,,,,315025.0
77503,75475.0,76816.666667,81816.666667,93908.333333,105210.0
77545,,,,,154850.0
77550,,,,,139525.0
77581,,,,,206775.0
77640,,,,,187550.0
77705,,,,,100700.0
77801,99075.0,97591.666667,100491.666667,104200.0,111833.33333299999
77878,,,,,81000.0
77979,,,,,
78045,136750.0,138741.666667,142733.333333,154483.333333,156583.333333
78109,125925.0,125308.33333299999,130141.66666700001,138325.0,139583.333333
78133,169091.666667,173525.0,184475.0,197866.666667,182900.0
78177,,,,,121150.0
78201,,,,,107950.0
78205,,,,,57200.0
78218,,,,,
78227,,,,,84300.0
78229,,,,,131475.0
78242,,,,,
78245,110358.33333299999,111525.0,117300.0,123383.33333299999,127800.0
78248,258850.0,261291.666667,273058.333333,288783.333333,299658.333333
78249,,,,,171375.0
78251,,,,,149900.0
78255,,,,,303525.0
78278,,,,,174150.0
78288,,,,,
78418,,,,,185650.0
78512,,,,,96700.0
78539,,,,,123175.0
78550,64500.0,65275.0,65083.333333,71425.0,67762.5
78610,169316.666667,169116.666667,179616.666667,194850.0,211658.333333
78612,131675.0,131450.0,144366.666667,155258.333333,167841.666667
78613,177191.666667,180741.666667,191483.333333,210850.0,231141.666667
78636,,,,,
78654,183341.666667,175950.0,178725.0,187433.333333,195633.333333
78676,,,,,248500.0
78681,188816.666667,192741.666667,204683.333333,222258.333333,238500.0
78701,303766.666667,322491.666667,347900.0,385283.333333,424375.0
78702,,,,,330450.0
78703,498975.0,515600.0,583241.666667,651033.333333,698562.5
78704,297983.333333,332183.333333,368608.333333,416100.0,465783.333333
78714,,,,,121850.0
78724,,,,,138000.0
78725,93225.0,96716.666667,103450.0,118358.33333299999,132883.333333
78727,178666.666667,186533.333333,207291.666667,228691.666667,251183.333333
78728,,,,,215000.0
78732,,,,,444175.0
78733,437833.333333,452475.0,493341.666667,536283.333333,575791.666667
78744,92966.666667,94716.666667,104425.0,123641.66666700001,137058.333333
78745,172650.0,178516.666667,201983.333333,229225.0,247741.666667
78746,,,,,846875.0
78747,,,,,195200.0
78749,222283.333333,232175.0,260441.666667,286025.0,301150.0
78751,,,,,
78758,,,,,196980.0
78759,,,,,382300.0
79424,154866.666667,155083.333333,158175.0,167916.666667,173658.333333
79603,,,,,160650.0
79714,,,,,153400.0
79912,163591.666667,162166.666667,163258.333333,165408.333333,165833.333333
79915,82558.333333,81275.0,81741.666667,84000.0,82450.0
79924,,,,,88125.0
79936,109533.33333299999,108716.66666700001,110700.0,111433.33333299999,111533.33333299999
80002,171325.0,181250.0,197600.0,225941.666667,262400.0
80004,208750.0,213133.333333,233025.0,262358.333333,303616.666667
80005,245800.0,255316.666667,276016.666667,302883.333333,339933.333333
80007,417208.333333,431591.666667,456916.666667,487750.0,523541.666667
80010,101133.333333,103616.666667,123108.33333299999,142541.666667,178233.333333
80012,132500.0,140050.0,157766.666667,173983.333333,207991.666667
80014,139125.0,143516.666667,160241.666667,179250.0,211950.0
80015,206591.666667,215641.666667,239191.666667,263891.666667,303716.666667
80016,326350.0,334166.666667,360208.333333,396416.666667,446058.333333
80018,218625.0,226833.333333,249666.666667,274841.666667,315933.333333
80020,217683.333333,221458.333333,236066.666667,259291.666667,295216.666667
80021,194541.666667,202316.666667,221400.0,245933.333333,277800.0
80022,122616.66666700001,125741.66666700001,141450.0,169675.0,205266.666667
80026,242750.0,253566.666667,276583.333333,302783.333333,349783.333333
80030,137375.0,143975.0,161133.333333,182066.666667,209600.0
80112,263166.666667,274833.333333,295591.666667,327408.333333,373100.0
80121,242641.666667,257208.333333,291025.0,321291.666667,364241.666667
80124,329216.666667,347908.333333,378175.0,411966.666667,456091.666667
80125,283466.666667,299183.333333,319850.0,348883.333333,389425.0
80126,295916.666667,316800.0,343591.666667,373266.666667,416666.666667
80127,271008.333333,276641.666667,304125.0,331025.0,367900.0
80129,266491.666667,284241.666667,306500.0,335666.666667,378825.0
80132,338950.0,351325.0,371141.666667,379150.0,391350.0
80133,203158.333333,211733.333333,230908.333333,233016.666667,236516.666667
80202,331608.333333,338308.333333,371808.333333,411491.666667,449216.666667
80203,171675.0,176675.0,191983.333333,218541.666667,252233.333333
80204,157141.666667,164766.666667,183108.333333,208933.333333,241933.333333
80205,207008.333333,223150.0,252700.0,286550.0,328450.0
80206,379316.666667,401858.333333,440075.0,482600.0,543625.0
80207,213725.0,230941.666667,271333.333333,295050.0,336391.666667
80209,406725.0,444108.333333,490033.333333,532483.333333,598133.333333
80211,263233.333333,288850.0,325183.333333,354133.333333,402233.333333
80214,178466.666667,185083.333333,211441.666667,240133.333333,274441.666667
80218,257033.333333,267225.0,296883.333333,328941.666667,372208.333333
80222,223483.333333,234291.666667,259100.0,289275.0,327675.0
80224,232750.0,248641.666667,276941.666667,300808.333333,337191.666667
80234,195058.333333,205716.666667,224808.333333,246800.0,279916.666667
80236,187233.333333,195408.333333,212150.0,239716.666667,273583.333333
80241,200291.666667,207625.0,227325.0,252041.666667,285975.0
80249,140875.0,144825.0,168675.0,199125.0,236200.0
80301,321241.666667,326841.666667,355458.333333,384650.0,441500.0
80302,486200.0,498050.0,538291.666667,589483.333333,647141.666667
80304,529966.666667,552558.333333,593658.333333,639858.333333,717700.0
80401,313391.666667,325291.666667,350958.333333,383316.666667,425525.0
80421,187633.333333,186708.333333,199091.666667,220966.666667,250658.333333
80501,180858.333333,185641.666667,199333.333333,219766.666667,249741.666667
80504,231875.0,239950.0,259441.666667,284191.666667,314708.333333
80525,237116.666667,246350.0,261483.333333,282458.333333,311400.0
80537,187583.333333,191616.666667,205333.333333,223791.666667,250691.666667
80538,198525.0,205291.666667,216833.333333,235183.333333,262291.666667
80550,216941.666667,227850.0,243250.0,269900.0,304941.666667
80831,236308.333333,237566.666667,248166.666667,259041.666667,268741.666667
80906,252233.333333,260516.666667,269600.0,278875.0,289283.333333
80907,164858.333333,169666.666667,175691.666667,184183.333333,196775.0
80909,142433.333333,144916.666667,153441.666667,162400.0,173091.666667
80916,126933.33333299999,129791.66666700001,134391.666667,140291.666667,150683.333333
80917,160400.0,163425.0,172100.0,184458.333333,194816.666667
80918,181583.333333,184416.666667,196250.0,205683.333333,215150.0
80919,279825.0,281033.333333,293925.0,304616.666667,315541.666667
80923,208441.666667,211641.666667,221266.666667,227708.333333,233483.333333
81005,118300.0,116775.0,118350.0,119700.0,127958.33333299999
81054,,,,,121700.0
81147,,,,,289050.0
81212,,,,,
81301,319683.333333,318283.333333,333400.0,369458.333333,388291.666667
81306,,,,,137250.0
81311,,,,,
81326,267125.0,267083.333333,264133.333333,286408.333333,300733.333333
81345,,,,,271550.0
81406,,,,,
81501,143783.333333,137575.0,144175.0,144541.666667,149258.333333
81601,280150.0,276533.333333,315558.333333,345508.333333,382208.333333
81611,1074600.0,1072125.0,1115066.666667,1259383.333333,1531483.333333
81657,716108.333333,725691.666667,758841.666667,797166.666667,876066.666667
82009,212291.666667,216633.333333,221658.333333,227516.666667,237016.666667
82301,,,,,
83616,260716.666667,271725.0,303300.0,315725.0,327783.333333
83642,144841.666667,154316.666667,178550.0,191358.333333,196150.0
83646,151166.666667,163675.0,188733.333333,200675.0,206391.666667
83686,95975.0,94750.0,113041.66666700001,132425.0,141675.0
83702,,,,,286025.0
83705,106666.666667,109316.66666700001,130841.66666700001,139991.666667,147633.333333
83709,138008.333333,143991.666667,171791.666667,181791.666667,189550.0
83713,134766.666667,145083.333333,167858.333333,178250.0,185991.666667
83714,148983.333333,148158.333333,167550.0,183116.666667,182991.666667
84003,222941.666667,220450.0,239341.666667,254600.0,259608.333333
84037,242066.666667,236783.333333,239558.333333,255825.0,269233.333333
84040,215550.0,209575.0,217925.0,228708.333333,235375.0
84043,201308.333333,201958.333333,220200.0,236241.666667,243600.0
84060,679375.0,676691.666667,688925.0,787175.0,851150.0
84065,,,,,291975.0
84070,173350.0,166808.333333,185758.333333,198375.0,204425.0
84081,182691.666667,179925.0,210116.666667,217900.0,228366.666667
84103,306950.0,287600.0,324016.666667,329225.0,335125.0
84104,103241.666667,96475.0,118683.33333299999,129466.66666700001,136933.333333
84105,237550.0,237166.666667,264166.666667,283375.0,281983.333333
84106,200791.666667,195691.666667,214325.0,226691.666667,230608.333333
84107,170591.666667,161383.333333,178116.666667,188966.666667,188091.666667
84115,137200.0,135241.666667,159100.0,168033.333333,171325.0
84117,245016.666667,242000.0,257858.333333,272950.0,279008.333333
84121,246900.0,244908.333333,256058.333333,275075.0,283616.666667
84129,149433.333333,143700.0,165325.0,175091.666667,184041.666667
84321,,,,,75500.0
84330,,,,,189100.0
84510,,,,,163600.0
84604,218550.0,215800.0,225658.333333,238691.666667,243858.333333
84648,,,,,139850.0
84737,158508.333333,158425.0,170883.333333,187441.666667,194883.333333
84770,166291.666667,161683.333333,175541.666667,189691.666667,195091.666667
85004,150500.0,175766.666667,215300.0,211833.333333,224675.0
85008,,,,,
85009,,,,,
85012,256733.333333,285116.666667,339550.0,361133.333333,383050.0
85014,123466.66666700001,136700.0,169308.333333,164550.0,182491.666667
85016,146625.0,168050.0,212558.333333,221408.333333,239933.333333
85018,239166.666667,284600.0,353408.333333,373566.666667,397675.0
85020,113325.0,130500.0,160900.0,159375.0,168158.333333
85021,126575.0,153691.666667,196408.333333,195225.0,207025.0
85022,147733.333333,166316.666667,206450.0,214008.333333,222991.666667
85025,,,,,117750.0
85027,95658.333333,115133.33333299999,145250.0,158183.333333,168908.333333
85028,220500.0,256175.0,313050.0,319816.666667,329416.666667
85031,,,,,129750.0
85034,59350.0,70533.333333,88908.333333,103575.0,120358.33333299999
85035,,,,,116100.0
85036,,,,,178500.0
85037,68216.666667,78650.0,106825.0,124741.66666700001,135950.0
85041,79216.666667,93058.333333,121008.33333299999,130800.0,139433.333333
85042,91941.666667,109641.66666700001,133891.666667,135558.333333,149025.0
85046,,,,,124300.0
85048,223591.666667,252450.0,298941.666667,303766.666667,312116.666667
85050,204841.666667,232941.666667,280408.333333,289866.666667,294725.0
85051,71425.0,84066.666667,113566.66666700001,128366.66666700001,137966.666667
85060,,,,,70900.0
85065,,,,,82300.0
85085,207958.333333,239100.0,289450.0,313058.333333,325066.666667
85086,209733.333333,246375.0,285341.666667,299175.0,310925.0
85118,214733.333333,233016.666667,247416.666667,259450.0,262116.666667
85119,132850.0,146583.333333,162916.666667,186900.0,193708.333333
85122,90958.333333,101858.333333,120700.0,135641.666667,136575.0
85132,86750.0,101141.666667,118466.66666700001,131133.333333,134775.0
85201,77583.333333,89858.333333,120283.33333299999,134025.0,142433.333333
85204,90708.333333,110166.66666700001,141866.666667,155150.0,165350.0
85206,132833.333333,143958.333333,167616.666667,176066.666667,185783.333333
85207,174075.0,200441.666667,241741.666667,249083.333333,266708.333333
85208,112841.66666700001,127300.0,150116.666667,160375.0,168650.0
85209,160483.333333,178316.666667,200833.333333,210983.333333,220183.333333
85225,127191.66666700001,145308.333333,176441.666667,192783.333333,205416.666667
85226,166833.333333,189733.333333,227966.666667,240350.0,249158.333333
85233,162233.333333,186841.666667,226708.333333,242666.666667,252341.666667
85248,243900.0,263383.333333,286941.666667,299816.666667,308191.666667
85249,242333.333333,267416.666667,306775.0,324725.0,336208.333333
85250,201233.333333,230625.0,279825.0,282675.0,293266.666667
85251,155700.0,183300.0,232375.0,241175.0,250200.0
85252,,,,,130600.0
85253,1098208.333333,1243733.333333,1409525.0,1283125.0,1300966.666667
85254,288741.666667,332775.0,389533.333333,401483.333333,412366.666667
85255,478841.666667,531058.333333,589150.0,594325.0,612741.666667
85258,316375.0,354858.333333,412041.666667,413433.333333,431808.333333
85260,272066.666667,307000.0,356258.333333,358808.333333,367441.666667
85281,126008.33333299999,141250.0,171050.0,188275.0,200941.666667
85282,141008.333333,159766.666667,193400.0,207200.0,219650.0
85283,144741.666667,157575.0,197325.0,212316.666667,223050.0
85286,225000.0,249275.0,290683.333333,309050.0,316716.666667
85295,172858.333333,195366.666667,238616.666667,256508.333333,265433.333333
85301,59041.666667,68216.666667,87375.0,93183.333333,99825.0
85302,88433.333333,103033.333333,132950.0,152141.666667,163325.0
85304,101500.0,120075.0,148858.333333,164975.0,178116.666667
85306,110341.66666700001,128225.0,153000.0,166491.666667,173916.666667
85310,178633.333333,201050.0,255650.0,260933.333333,266983.333333
85323,95291.666667,111725.0,140308.333333,147983.333333,156675.0
85326,91866.666667,110233.33333299999,132125.0,145158.333333,151275.0
85331,304750.0,348491.666667,395300.0,410750.0,418933.333333
85338,128475.0,149750.0,173741.666667,185241.666667,196558.333333
85340,166066.666667,199666.666667,231883.333333,238708.333333,252875.0
85350,98791.666667,90341.666667,97516.666667,102975.0,109716.66666700001
85351,95916.666667,94416.666667,109250.0,115566.66666700001,123950.0
85353,91850.0,106850.0,136625.0,152858.333333,161925.0
85369,,,,,144150.0
85373,126416.66666700001,136283.333333,157808.333333,161608.333333,174141.666667
85374,149366.666667,166191.666667,180966.666667,187125.0,196108.333333
85381,146041.666667,167233.333333,204183.333333,211016.666667,222408.333333
85382,156633.333333,176708.333333,207625.0,221275.0,231133.333333
85390,207958.333333,211508.333333,242350.0,258933.333333,261291.666667
85395,211583.333333,237191.666667,269458.333333,287300.0,300850.0
85543,127933.33333299999,121216.66666700001,129291.66666700001,130358.33333299999,148291.666667
85546,104916.666667,109391.66666700001,119391.66666700001,121408.33333299999,125733.33333299999
85602,127758.33333299999,114758.33333299999,109733.33333299999,114966.66666700001,118516.66666700001
85648,103583.333333,96400.0,92283.333333,106883.333333,108991.66666700001
85658,245100.0,248825.0,262975.0,277191.666667,277391.666667
85704,203666.666667,205066.666667,223808.333333,233666.666667,235925.0
85705,96125.0,93050.0,100316.666667,103450.0,107933.33333299999
85711,112925.0,110300.0,121991.66666700001,128583.33333299999,129091.66666700001
85712,125983.33333299999,122858.33333299999,129091.66666700001,136791.666667,136650.0
85715,183483.333333,181783.333333,195108.333333,203475.0,200550.0
85719,168216.666667,165241.666667,175183.333333,180375.0,181916.666667
85730,106583.333333,100800.0,115383.33333299999,125283.33333299999,128458.33333299999
85741,126966.66666700001,122350.0,140050.0,151950.0,155358.333333
85743,181633.333333,182166.666667,200533.333333,210100.0,213683.333333
85745,156116.666667,154066.666667,166116.666667,175475.0,175958.333333
85747,152800.0,151000.0,164733.333333,180225.0,182041.666667
85750,322816.666667,318591.666667,333525.0,344750.0,339633.333333
85939,,,,,56650.0
86004,231600.0,227566.666667,245625.0,267325.0,284666.666667
86040,183375.0,175233.333333,180241.666667,197050.0,199358.333333
86301,192350.0,198783.333333,216733.333333,239158.333333,254058.333333
86303,222658.333333,223950.0,250516.666667,270791.666667,285708.333333
86305,283350.0,298133.333333,318783.333333,342658.333333,357850.0
86322,173791.666667,168741.666667,187200.0,200416.666667,204983.333333
86323,177166.666667,175875.0,190575.0,217725.0,228991.666667
86336,361091.666667,383041.666667,400575.0,425841.666667,451941.666667
86401,91050.0,88666.666667,99191.666667,109650.0,116458.33333299999
86403,127691.66666700001,129208.33333299999,139283.333333,153891.666667,164533.333333
86426,120833.33333299999,123858.33333299999,138908.333333,146958.333333,155591.666667
86429,170358.333333,170616.666667,186941.666667,206641.666667,217433.333333
86442,98025.0,96766.666667,110341.66666700001,122083.33333299999,130416.66666700001
87102,117341.66666700001,105391.666667,114833.33333299999,121091.66666700001,105400.0
87103,,,,,74900.0
87106,193658.333333,171916.666667,198325.0,216558.333333,212758.333333
87109,188108.333333,184491.666667,195633.333333,196875.0,197700.0
87111,215300.0,208541.666667,220275.0,226433.333333,227883.333333
87112,161950.0,155100.0,160508.333333,158283.333333,159858.333333
87120,160933.333333,157933.333333,162358.333333,165183.333333,165291.666667
87121,114566.66666700001,108358.33333299999,113633.33333299999,116925.0,118508.33333299999
87125,,,,,366200.0
87501,,,,,420250.0
87508,330583.333333,315191.666667,326725.0,335341.666667,331141.666667
87510,,,,,142100.0
88005,142966.666667,136033.333333,137716.666667,139700.0,138750.0
88007,173025.0,163025.0,162775.0,166350.0,165283.333333
88081,104566.666667,104183.333333,110583.33333299999,112958.33333299999,109508.33333299999
89001,,,,,150300.0
89002,147691.666667,143608.333333,173491.666667,210575.0,229066.666667
89003,,,,,
89006,,,,,
89007,,,,,
89011,117116.66666700001,113858.33333299999,142033.333333,171916.666667,186191.666667
89012,175475.0,175975.0,213933.333333,255675.0,269733.333333
89014,125275.0,127466.66666700001,154391.666667,185691.666667,202791.666667
89031,99825.0,102100.0,134583.333333,161966.666667,175350.0
89032,88000.0,90725.0,122250.0,148741.666667,160950.0
89052,227425.0,234666.666667,281500.0,320558.333333,337916.666667
89061,125425.0,128033.33333299999,145516.666667,172691.666667,184350.0
89071,,,,,
89074,147125.0,146175.0,181316.666667,216375.0,233016.666667
89101,49908.333332999995,53283.333332999995,73875.0,88600.0,96458.333333
89102,89625.0,89716.666667,116825.0,140408.333333,150958.333333
89103,73375.0,70716.666667,88791.666667,104391.666667,111066.66666700001
89104,72766.666667,71383.333333,94608.333333,119100.0,130191.66666700001
89106,58575.0,59025.0,78450.0,99608.333333,111358.33333299999
89107,67491.666667,66925.0,95058.333333,118516.66666700001,126891.66666700001
89108,73383.333333,73533.333333,101558.333333,129450.0,139866.666667
89109,,,,,
89113,128133.33333299999,130458.33333299999,157783.333333,188075.0,202358.333333
89115,57516.666667,57500.0,79750.0,100458.333333,115266.66666700001
89117,155725.0,159450.0,199883.333333,234100.0,247333.333333
89118,88558.333333,88483.333333,113950.0,132141.666667,148258.333333
89119,,,,,142200.0
89120,105291.666667,105266.666667,134925.0,161650.0,173658.333333
89121,85050.0,83991.666667,110258.33333299999,131725.0,143091.666667
89122,81150.0,77875.0,103583.333333,132983.333333,146483.333333
89123,136975.0,135900.0,169608.333333,200325.0,216550.0
89128,105016.666667,106516.666667,140600.0,167633.333333,174475.0
89129,128991.66666700001,132016.666667,167025.0,197183.333333,211175.0
89131,165675.0,165333.333333,201066.666667,240233.333333,260541.666667
89134,180650.0,177025.0,212066.666667,248300.0,255608.333333
89135,238050.0,241700.0,288025.0,329283.333333,348050.0
89139,136333.333333,139808.333333,172566.666667,204750.0,221158.333333
89141,164608.333333,164466.666667,199391.666667,235216.666667,247983.333333
89142,79608.333333,78983.333333,104375.0,130091.66666700001,145408.333333
89143,136525.0,134633.333333,168783.333333,203783.333333,216608.333333
89144,164741.666667,166250.0,204458.333333,242025.0,254808.333333
89146,94083.333333,99833.333333,126333.33333299999,146750.0,158716.666667
89147,125300.0,126608.33333299999,154533.333333,178358.333333,193875.0
89148,140708.333333,141758.333333,177991.666667,212700.0,228991.666667
89156,77933.333333,78775.0,105008.333333,128000.0,140475.0
89166,145250.0,140741.666667,163300.0,196733.333333,209325.0
89169,75141.666667,75150.0,102716.666667,119458.33333299999,123941.66666700001
89402,,,,,158800.0
89406,123591.66666700001,116366.66666700001,130816.66666700001,138883.333333,157391.666667
89408,92916.666667,86558.333333,111108.33333299999,140000.0,160325.0
89433,109191.66666700001,107208.333333,136558.333333,165375.0,191425.0
89434,128066.66666700001,127458.33333299999,159416.666667,191125.0,223250.0
89436,174466.666667,173850.0,214641.666667,252791.666667,282641.666667
89441,206233.333333,207691.666667,252133.333333,289866.666667,320408.333333
89460,169925.0,157400.0,183266.666667,209600.0,232441.666667
89502,107633.33333299999,105458.333333,128833.33333299999,153616.666667,183708.333333
89503,123858.33333299999,116433.33333299999,146775.0,178908.333333,209341.666667
89509,213083.333333,197966.666667,242350.0,288791.666667,332216.666667
89521,210758.333333,208316.666667,252391.666667,289850.0,316666.666667
89523,194433.333333,194425.0,238150.0,273283.333333,306791.666667
89701,149225.0,137708.333333,151916.666667,171391.666667,196500.0
89704,217691.666667,207125.0,250958.333333,289450.0,312850.0
89747,,,,,118100.0
89899,,,,,104400.0
90001,172783.333333,180975.0,220108.333333,257816.666667,283116.666667
90002,162750.0,174191.666667,208616.666667,244508.333333,269158.333333
90003,168666.666667,182766.666667,225516.666667,269275.0,294158.333333
90004,754883.333333,758591.666667,921500.0,1063566.666667,1176675.0
90005,482533.333333,503400.0,591075.0,655275.0,691608.333333
90006,339783.333333,345775.0,427625.0,490916.666667,548391.666667
90007,283241.666667,304550.0,367508.333333,449975.0,509400.0
90008,371608.333333,381491.666667,457983.333333,527116.666667,587700.0
90010,484250.0,556633.333333,647958.333333,712608.333333,775750.0
90011,179000.0,196291.666667,241725.0,284533.333333,325066.666667
90012,273466.666667,266733.333333,348350.0,399525.0,427633.333333
90013,332975.0,344900.0,423041.666667,481441.666667,503691.666667
